cuda
Loading datasets
96268
Loading existing ConvGRU model
Loading existing readout
| epoch   0 | running loss 5183.6878 | train accuracy 0.00000 |match accuracy 0.07051 | mismatch accuracy 0.07263 |control image alignment 0.07410 |control audio alignment 0.09473
| epoch  43 | running loss 559.8092 | train accuracy 0.00000 |match accuracy 0.93087 | mismatch accuracy 0.92350 |control image alignment 0.42373 |control audio alignment 0.26374
| epoch  44 | running loss 552.2095 | train accuracy 0.00000 |match accuracy 0.93344 | mismatch accuracy 0.92350 |control image alignment 0.41922 |control audio alignment 0.26705
| epoch  45 | running loss 548.0874 | train accuracy 0.00000 |match accuracy 0.92295 | mismatch accuracy 0.93308 |control image alignment 0.42870 |control audio alignment 0.26089
| epoch  46 | running loss 537.5046 | train accuracy 0.00000 |match accuracy 0.92083 | mismatch accuracy 0.93216 |control image alignment 0.42557 |control audio alignment 0.25997
| epoch  47 | running loss 531.8407 | train accuracy 0.00000 |match accuracy 0.93087 | mismatch accuracy 0.92838 |control image alignment 0.42272 |control audio alignment 0.26199
| epoch  48 | running loss 526.0336 | train accuracy 0.00000 |match accuracy 0.92755 | mismatch accuracy 0.93381 |control image alignment 0.42953 |control audio alignment 0.26549
| epoch  49 | running loss 516.8458 | train accuracy 0.00000 |match accuracy 0.93611 | mismatch accuracy 0.93280 |control image alignment 0.42870 |control audio alignment 0.26641
Completed for graph random2 with seed 2.
cuda
Loading datasets
96268
No pretrained model found. Training new one.
Loading existing readout
| epoch   0 | running loss 5940.4761 | train accuracy 0.00000 |match accuracy 0.12032 | mismatch accuracy 0.11903 |control image alignment 0.11995 |control audio alignment 0.10163
| epoch   1 | running loss 5364.9259 | train accuracy 0.00000 |match accuracy 0.77244 | mismatch accuracy 0.11590 |control image alignment 0.11350 |control audio alignment 0.70708
| epoch   2 | running loss 5232.7694 | train accuracy 0.00000 |match accuracy 0.83789 | mismatch accuracy 0.11507 |control image alignment 0.10936 |control audio alignment 0.78735
| epoch   3 | running loss 5156.7030 | train accuracy 0.00000 |match accuracy 0.87913 | mismatch accuracy 0.10807 |control image alignment 0.10697 |control audio alignment 0.84710
| epoch   4 | running loss 3269.4867 | train accuracy 0.00000 |match accuracy 0.90767 | mismatch accuracy 0.10734 |control image alignment 0.10411 |control audio alignment 0.88502
| epoch   5 | running loss 1745.5384 | train accuracy 0.00000 |match accuracy 0.77382 | mismatch accuracy 0.73083 |control image alignment 0.39022 |control audio alignment 0.25094
| epoch   6 | running loss 1413.1237 | train accuracy 0.00000 |match accuracy 0.84461 | mismatch accuracy 0.78735 |control image alignment 0.39768 |control audio alignment 0.27607
| epoch   7 | running loss 1257.6755 | train accuracy 0.00000 |match accuracy 0.84470 | mismatch accuracy 0.83899 |control image alignment 0.41048 |control audio alignment 0.25730
| epoch   8 | running loss 1154.6326 | train accuracy 0.00000 |match accuracy 0.85621 | mismatch accuracy 0.83964 |control image alignment 0.41342 |control audio alignment 0.26061
| epoch   9 | running loss 1066.4930 | train accuracy 0.00000 |match accuracy 0.85501 | mismatch accuracy 0.85428 |control image alignment 0.41591 |control audio alignment 0.26346
| epoch  10 | running loss 1008.3016 | train accuracy 0.00000 |match accuracy 0.85925 | mismatch accuracy 0.83817 |control image alignment 0.40385 |control audio alignment 0.26650
| epoch  11 | running loss 958.6750 | train accuracy 0.00000 |match accuracy 0.87968 | mismatch accuracy 0.88005 |control image alignment 0.42033 |control audio alignment 0.25545
| epoch  12 | running loss 918.9825 | train accuracy 0.00000 |match accuracy 0.88429 | mismatch accuracy 0.88383 |control image alignment 0.42336 |control audio alignment 0.25748
| epoch  13 | running loss 896.8060 | train accuracy 0.00000 |match accuracy 0.88162 | mismatch accuracy 0.89460 |control image alignment 0.42438 |control audio alignment 0.25886
| epoch  14 | running loss 857.8552 | train accuracy 0.00000 |match accuracy 0.89809 | mismatch accuracy 0.89294 |control image alignment 0.42530 |control audio alignment 0.26273
| epoch  15 | running loss 836.7662 | train accuracy 0.00000 |match accuracy 0.88493 | mismatch accuracy 0.89846 |control image alignment 0.42548 |control audio alignment 0.25674
| epoch  16 | running loss 808.8989 | train accuracy 0.00000 |match accuracy 0.88419 | mismatch accuracy 0.89496 |control image alignment 0.42585 |control audio alignment 0.26052
| epoch  17 | running loss 787.9672 | train accuracy 0.00000 |match accuracy 0.89460 | mismatch accuracy 0.89763 |control image alignment 0.42585 |control audio alignment 0.25960
| epoch  18 | running loss 774.6993 | train accuracy 0.00000 |match accuracy 0.90840 | mismatch accuracy 0.90574 |control image alignment 0.42484 |control audio alignment 0.27083
| epoch  19 | running loss 750.8481 | train accuracy 0.00000 |match accuracy 0.89377 | mismatch accuracy 0.90748 |control image alignment 0.41876 |control audio alignment 0.25674
| epoch  20 | running loss 732.0871 | train accuracy 0.00000 |match accuracy 0.89773 | mismatch accuracy 0.90951 |control image alignment 0.42244 |control audio alignment 0.26273
| epoch  21 | running loss 723.0021 | train accuracy 0.00000 |match accuracy 0.90868 | mismatch accuracy 0.90132 |control image alignment 0.41784 |control audio alignment 0.26558
| epoch  22 | running loss 711.6677 | train accuracy 0.00000 |match accuracy 0.88889 | mismatch accuracy 0.91043 |control image alignment 0.41038 |control audio alignment 0.26411
| epoch  23 | running loss 698.5007 | train accuracy 0.00000 |match accuracy 0.89874 | mismatch accuracy 0.92046 |control image alignment 0.42364 |control audio alignment 0.25849
| epoch  24 | running loss 687.7666 | train accuracy 0.00000 |match accuracy 0.89662 | mismatch accuracy 0.91853 |control image alignment 0.42244 |control audio alignment 0.26125
| epoch  25 | running loss 676.3438 | train accuracy 0.00000 |match accuracy 0.90481 | mismatch accuracy 0.91605 |control image alignment 0.41904 |control audio alignment 0.27101
| epoch  26 | running loss 673.0117 | train accuracy 0.00000 |match accuracy 0.91098 | mismatch accuracy 0.91605 |control image alignment 0.42198 |control audio alignment 0.26807
| epoch  27 | running loss 658.9174 | train accuracy 0.00000 |match accuracy 0.90730 | mismatch accuracy 0.92120 |control image alignment 0.43303 |control audio alignment 0.25619
| epoch  28 | running loss 645.6518 | train accuracy 0.00000 |match accuracy 0.91586 | mismatch accuracy 0.91899 |control image alignment 0.42235 |control audio alignment 0.26761
| epoch  29 | running loss 645.1047 | train accuracy 0.00000 |match accuracy 0.91163 | mismatch accuracy 0.92194 |control image alignment 0.42364 |control audio alignment 0.26696
| epoch  30 | running loss 630.9880 | train accuracy 0.00000 |match accuracy 0.90518 | mismatch accuracy 0.92396 |control image alignment 0.42373 |control audio alignment 0.26116
| epoch  31 | running loss 629.8308 | train accuracy 0.00000 |match accuracy 0.91807 | mismatch accuracy 0.92046 |control image alignment 0.42051 |control audio alignment 0.27341
| epoch  32 | running loss 615.2385 | train accuracy 0.00000 |match accuracy 0.91623 | mismatch accuracy 0.92350 |control image alignment 0.42760 |control audio alignment 0.26328
| epoch  33 | running loss 607.5601 | train accuracy 0.00000 |match accuracy 0.91752 | mismatch accuracy 0.92672 |control image alignment 0.42419 |control audio alignment 0.27239
| epoch  34 | running loss 607.2800 | train accuracy 0.00000 |match accuracy 0.91899 | mismatch accuracy 0.91890 |control image alignment 0.41535 |control audio alignment 0.26669
| epoch  35 | running loss 598.8646 | train accuracy 0.00000 |match accuracy 0.90224 | mismatch accuracy 0.93354 |control image alignment 0.43036 |control audio alignment 0.26061
| epoch  36 | running loss 583.7900 | train accuracy 0.00000 |match accuracy 0.91420 | mismatch accuracy 0.92599 |control image alignment 0.42631 |control audio alignment 0.26834
| epoch  37 | running loss 583.1564 | train accuracy 0.00000 |match accuracy 0.90868 | mismatch accuracy 0.93004 |control image alignment 0.42843 |control audio alignment 0.26282
| epoch  38 | running loss 577.4572 | train accuracy 0.00000 |match accuracy 0.91531 | mismatch accuracy 0.93105 |control image alignment 0.42659 |control audio alignment 0.26512
| epoch  39 | running loss 574.4456 | train accuracy 0.00000 |match accuracy 0.90518 | mismatch accuracy 0.93676 |control image alignment 0.43174 |control audio alignment 0.25803
| epoch  40 | running loss 567.1734 | train accuracy 0.00000 |match accuracy 0.92304 | mismatch accuracy 0.92451 |control image alignment 0.41176 |control audio alignment 0.27239
| epoch  41 | running loss 563.1375 | train accuracy 0.00000 |match accuracy 0.91540 | mismatch accuracy 0.93234 |control image alignment 0.42714 |control audio alignment 0.25978
| epoch  42 | running loss 560.0467 | train accuracy 0.00000 |match accuracy 0.92359 | mismatch accuracy 0.92636 |control image alignment 0.41839 |control audio alignment 0.27911
| epoch  43 | running loss 554.0931 | train accuracy 0.00000 |match accuracy 0.92543 | mismatch accuracy 0.92866 |control image alignment 0.42189 |control audio alignment 0.27322
| epoch  44 | running loss 543.7569 | train accuracy 0.00000 |match accuracy 0.91918 | mismatch accuracy 0.93363 |control image alignment 0.42465 |control audio alignment 0.26484
| epoch  45 | running loss 525.7647 | train accuracy 0.00000 |match accuracy 0.92083 | mismatch accuracy 0.93676 |control image alignment 0.42613 |control audio alignment 0.26503
| epoch  46 | running loss 532.7001 | train accuracy 0.00000 |match accuracy 0.93142 | mismatch accuracy 0.93151 |control image alignment 0.42254 |control audio alignment 0.28105
| epoch  47 | running loss 526.3747 | train accuracy 0.00000 |match accuracy 0.91512 | mismatch accuracy 0.94182 |control image alignment 0.43119 |control audio alignment 0.26549
| epoch  48 | running loss 523.7745 | train accuracy 0.00000 |match accuracy 0.92893 | mismatch accuracy 0.93464 |control image alignment 0.42161 |control audio alignment 0.27497
| epoch  49 | running loss 528.5423 | train accuracy 0.00000 |match accuracy 0.92608 | mismatch accuracy 0.93234 |control image alignment 0.42548 |control audio alignment 0.27313
Completed for graph random2 with seed 3.
All runs completed successfully.

======== GPU REPORT ========

==============NVSMI LOG==============

Timestamp                                 : Thu Nov 28 03:43:40 2024
Driver Version                            : 560.35.03
CUDA Version                              : 12.6

Attached GPUs                             : 1
GPU 00000000:3A:00.0
    Accounting Mode                       : Enabled
    Accounting Mode Buffer Size           : 4000
    Accounted Processes
        Process ID                        : 3827983
            GPU Utilization               : 62 %
            Memory Utilization            : 24 %
            Max memory usage              : 1762 MiB
            Time                          : 11344784 ms
            Is Running                    : 0
        Process ID                        : 3870610
            GPU Utilization               : 61 %
            Memory Utilization            : 24 %
            Max memory usage              : 1762 MiB
            Time                          : 11411823 ms
            Is Running                    : 0
        Process ID                        : 3914159
            GPU Utilization               : 61 %
            Memory Utilization            : 24 %
            Max memory usage              : 1762 MiB
            Time                          : 11451479 ms
            Is Running                    : 0

Thu Nov 28 03:43:40 2024       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 560.35.03              Driver Version: 560.35.03      CUDA Version: 12.6     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Quadro RTX 8000                On  |   00000000:3A:00.0 Off |                    0 |
| 33%   37C    P2             65W /  260W |       1MiB /  46080MiB |     23%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5-7): 3 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
| epoch   0 | running loss 0.0000 | train accuracy 0.00000 |VS1 accuracy 0.07381 | VS2 accuracy 0.11429 | AS1 accuracy 0.05000 | AS2 accuracy 0.09762 |control image alignment 0.11000 |control audio alignment 0.05250
Script failed for graph brainlike_MPC with seed 1.

======== GPU REPORT ========

==============NVSMI LOG==============

Timestamp                                 : Fri Nov 29 23:05:24 2024
Driver Version                            : 560.35.03
CUDA Version                              : 12.6

Attached GPUs                             : 1
GPU 00000000:89:00.0
    Accounting Mode                       : Enabled
    Accounting Mode Buffer Size           : 4000
    Accounted Processes
        Process ID                        : 1282358
            GPU Utilization               : 0 %
            Memory Utilization            : 0 %
            Max memory usage              : 2134 MiB
            Time                          : 2821982 ms
            Is Running                    : 0

Fri Nov 29 23:05:24 2024       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 560.35.03              Driver Version: 560.35.03      CUDA Version: 12.6     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Quadro RTX 8000                On  |   00000000:89:00.0 Off |                    0 |
| 33%   32C    P2             78W /  260W |       1MiB /  46080MiB |      4%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5-7): 3 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
| epoch   0 | running loss 0.0000 | train accuracy 0.00000 |VS1 accuracy 0.07381 | VS2 accuracy 0.11429 | AS1 accuracy 0.05000 | AS2 accuracy 0.09762 |control image alignment 0.11000 |control audio alignment 0.05250
Completed for graph brainlike_MPC with seed 1.
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5-7): 3 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
| epoch   0 | running loss 0.0000 | train accuracy 0.00000 |VS1 accuracy 0.13571 | VS2 accuracy 0.13333 | AS1 accuracy 0.20750 | AS2 accuracy 0.11429 |control image alignment 0.08750 |control audio alignment 0.18500
Completed for graph brainlike_MPC with seed 2.
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5-7): 3 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
| epoch   0 | running loss 0.0000 | train accuracy 0.00000 |VS1 accuracy 0.08095 | VS2 accuracy 0.08333 | AS1 accuracy 0.04250 | AS2 accuracy 0.06190 |control image alignment 0.11500 |control audio alignment 0.03750
Completed for graph brainlike_MPC with seed 3.
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5-7): 3 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
| epoch   0 | running loss 0.0000 | train accuracy 0.00000 |VS1 accuracy 0.10476 | VS2 accuracy 0.08333 | AS1 accuracy 0.09250 | AS2 accuracy 0.12143 |control image alignment 0.15500 |control audio alignment 0.08500
Completed for graph brainlike_thickness with seed 1.
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5-7): 3 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
| epoch   0 | running loss 0.0000 | train accuracy 0.00000 |VS1 accuracy 0.08810 | VS2 accuracy 0.07857 | AS1 accuracy 0.11250 | AS2 accuracy 0.11667 |control image alignment 0.06000 |control audio alignment 0.20250
Completed for graph brainlike_thickness with seed 2.
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5-7): 3 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
| epoch   0 | running loss 0.0000 | train accuracy 0.00000 |VS1 accuracy 0.10714 | VS2 accuracy 0.10952 | AS1 accuracy 0.05250 | AS2 accuracy 0.04048 |control image alignment 0.12750 |control audio alignment 0.06750
Completed for graph brainlike_thickness with seed 3.
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5-7): 3 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
  )
)
Loading existing ConvGRU model
| epoch   0 | running loss 0.0000 | train accuracy 0.00000 |VS1 accuracy 0.08571 | VS2 accuracy 0.09762 | AS1 accuracy 0.07750 | AS2 accuracy 0.10000 |control image alignment 0.11500 |control audio alignment 0.09000
Completed for graph random2 with seed 1.
Loading datasets
Architecture(
  (dropout): Dropout(p=0.25, inplace=False)
  (cell_list): ModuleList(
    (0): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (1-2): 2 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (3): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(1, 1), stride=(1, 1), bias=False)
      (conv_can): Conv2d(21, 10, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(11, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (conv_can): Conv2d(12, 10, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
    )
    (5-7): 3 x ConvGRUBasalTopDownCell(
      (conv_gates): Conv2d(20, 20, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
